Rank,Tiktoker name,Tiktok name,followers,avgviews,avglikes,avgcomments,avgshares
354,poorlifecx,Poorlifecx,1300000.0,4000000.0,160600.0,1900.0,2100.0
355,retomiguel,Jen & Miguel,3200000.0,2400000.0,267800.0,564.0,3500.0
356,johnsonfiles,The Johnson Files,296600.0,1600000.0,181500.0,476.0,8300.0
357,yura.yunita,Yura Yunita,1100000.0,2700000.0,340600.0,1600.0,1200.0
358,islasvlogs_,Islas Vlogs,2800000.0,4100000.0,445100.0,740.0,638.0
359,cardncyn,Carddd,4900000.0,4000000.0,589200.0,682.0,383.0
360,pkllipe,Pk,20100000.0,2000000.0,422200.0,1200.0,1700.0
361,gregoriopernia,gregorioperniaoficial,5000000.0,3000000.0,195400.0,2500.0,1700.0
362,adrianbliss,Adrian Bliss,7600000.0,2800000.0,444000.0,576.0,1400.0
363,joycaledelire,JoycaLeDelire,3600000.0,2000000.0,325600.0,1600.0,2200.0
364,andy.and.michelle,Andy & Michelle,6100000.0,2700000.0,328500.0,1000.0,1800.0
365,nalgalia.g,nati👽,15800000.0,5600000.0,393300.0,666.0,449.0
366,libardoisaza,Libardo Isaza,20000000.0,4000000.0,455100.0,1000.0,350.0
367,tonyeffebaby777,tonyeffebaby777,674500.0,2200000.0,304600.0,1300.0,2300.0
368,avascreams,ava,1300000.0,1800000.0,367700.0,2700.0,956.0
369,febrastanty,Febbyrastanty,1200000.0,4600000.0,250000.0,1000.0,1100.0
370,leigh_mcnasty,Leigh McClendon,3600000.0,1500000.0,175600.0,1600.0,7500.0
371,yazidzohri,Yazid Zohri,2800000.0,1500000.0,96100.0,14200.0,2300.0
372,jaynagy,JAY JAMES NAGY,8800000.0,1300000.0,171800.0,601.0,9800.0
373,viraltvro,Viral Videos,249700.0,3700000.0,111800.0,927.0,4800.0
374,yurinya1128,ゆりにゃ,795500.0,4000000.0,194700.0,2100.0,887.0
375,kehlani,Kehlani,4100000.0,2200000.0,320500.0,1900.0,1500.0
376,jameshenry,James Henry,4100000.0,4900000.0,446200.0,424.0,640.0
377,mdrr05,🇩🇿مروان الباتني😂,3200000.0,2400000.0,125900.0,1600.0,6200.0
378,e_l_k_s_a_7_a,🔱 الكساحه 🔱,7500000.0,2200000.0,245400.0,2400.0,1900.0
379,pete_pamana,petepamana,3300000.0,1900000.0,225600.0,3600.0,1600.0
380,suavexavier,Savyy,13400000.0,1900000.0,312700.0,2400.0,1400.0
381,voronina_valeria_,Valeria Voronina,4200000.0,4900000.0,278100.0,969.0,698.0
382,anna..paull,Anna Paul,5800000.0,2700000.0,460400.0,1500.0,326.0
383,jairitosolano,jairito,2300000.0,4400000.0,306300.0,674.0,983.0
384,axelviewoficial,AxelView,4200000.0,1800000.0,186000.0,999.0,5600.0
385,kallmewhateveryouwant,kallmewhateveryouwant,11700000.0,1900000.0,362800.0,2800.0,415.0
386,dennysumargoreal,DENNY SUMARGO,3800000.0,4200000.0,217600.0,1600.0,832.0
387,barak.ff,Barak.ff,234000.0,1600000.0,178900.0,5200.0,2400.0
388,thelandofboggs,The Land Of Boggs,6000000.0,2500000.0,350900.0,518.0,2000.0
389,isramy,Ramy Chaaban,3800000.0,2200000.0,314400.0,1500.0,1600.0
390,agilmarferreira,Agilmar Ferreira,1600000.0,3000000.0,225100.0,627.0,2600.0
391,rauwalejandro,rauwalejandro,12700000.0,4300000.0,215200.0,1000.0,1300.0
392,t_400,جوقي💚,4200000.0,2100000.0,212000.0,2900.0,1900.0
393,sarbeeston,Sarah Beeston,4200000.0,3100000.0,316000.0,1600.0,541.0
394,herranwalt,Herr Anwalt,6000000.0,1900000.0,262400.0,2000.0,2300.0
395,2ndshuichiro,2nd 修一朗,376400.0,4000000.0,126800.0,922.0,3300.0
396,elbernas321,BernaVeo2010,2500000.0,1100000.0,121700.0,471.0,15400.0
397,lisefalfio,Lisef Alfio,2000000.0,2300000.0,217300.0,847.0,3400.0
398,strangehuman,nova,11400000.0,2300000.0,322200.0,1400.0,1500.0
399,yurilamasbella,Yuri Lamasbella,2800000.0,1700000.0,191600.0,2700.0,3800.0
400,darrellthorne,Thornedarrell,911000.0,2300000.0,254100.0,1300.0,2300.0
401,farhanrn__,FARHAN,5900000.0,2400000.0,331800.0,1500.0,1100.0
402,self.videos,self.videos,723300.0,3700000.0,472700.0,694.0,488.0
403,cindy.or1,cindy.or,132500.0,1700000.0,416100.0,1200.0,1700.0
404,iniganta,Ganta 🐮,1700000.0,2300000.0,195500.0,3000.0,1600.0
405,morganpresleyxo,Morgan Presley,5500000.0,2400000.0,389600.0,744.0,1400.0
406,johaanzu,JohaanZu,4400000.0,2500000.0,319600.0,1300.0,1200.0
407,minami.0819,🦄💙MINAMI💙🦄,1800000.0,1200000.0,161900.0,8800.0,1600.0
408,thebandmcmillan,The Band McMillan,896900.0,2500000.0,212600.0,1700.0,2100.0
409,lee.cuong,Lee Cường,1200000.0,3900000.0,151300.0,1900.0,1500.0
410,cesarpantoja.n,Cesar Pantoja,15200000.0,3500000.0,391500.0,1200.0,266.0
411,zachlanebryan,Zach Bryan,1300000.0,958400.0,212800.0,2400.0,7300.0
412,mattchessco,Matt Chessco,2700000.0,15000000.0,151300.0,656.0,213.0
413,losariasbrothers,Los Arias,1600000.0,1800000.0,261000.0,637.0,3700.0
414,karna.val,🎀КАРНАВАЛ🎀,24800000.0,2000000.0,196400.0,3100.0,2000.0
415,jdiasss_,João Dias,8200000.0,1700000.0,382300.0,1800.0,1200.0
416,realfunnymarco,FunnyMarco,1800000.0,1200000.0,154000.0,2500.0,7800.0
417,pierson,Pierson,14200000.0,2700000.0,331300.0,1900.0,211.0
418,jonata_26,Jonata,6900000.0,2400000.0,354000.0,663.0,1600.0
419,isaiahgarza,Isaiah Garza,8000000.0,1700000.0,269200.0,2800.0,1400.0
420,kessel_nathan_official,Nathan Kessel,9100000.0,2600000.0,169600.0,758.0,3600.0
421,soy_marcela4,Soy_marcela,5400000.0,1700000.0,295500.0,722.0,3000.0
422,fedevigevani,Fede Vigevani,15400000.0,2200000.0,284000.0,2500.0,491.0
423,chourouk.model_official,Chourouk_model_official,6000000.0,4000000.0,207400.0,760.0,1500.0
424,thecoreyb,Corey B,9000000.0,1200000.0,174600.0,977.0,8000.0
425,artistadasencasa,artistadas en casa,6200000.0,5100000.0,294400.0,450.0,783.0
426,isandrep,andreina perdomo,4300000.0,6200000.0,233200.0,918.0,362.0
427,sabrinacarpenter,Sabrina Carpenter,13300000.0,1600000.0,386300.0,2200.0,843.0
428,dina_kalanta,Dina_Kalanta,3900000.0,3800000.0,196100.0,1600.0,821.0
429,brittikitty,Brittany & Lily,15000000.0,2400000.0,326700.0,1300.0,1000.0
430,nelkboys,NELKBOYS,4300000.0,2200000.0,168100.0,1600.0,3300.0
431,ailaughatmyownjokes,"it's a me, Silvia :)",2500000.0,1400000.0,254400.0,1300.0,3800.0
432,kpifthatscool,KP Parker,293100.0,1400000.0,277100.0,3100.0,1400.0
433,miguelmartinezoficial,MiguelMartinez,2100000.0,3200000.0,131500.0,517.0,3700.0
434,vidhia_r,🐇Vidhi_R🐇,7700000.0,1400000.0,163400.0,5300.0,2800.0
435,shayvise,Shayvise,4300000.0,2400000.0,366700.0,1700.0,269.0
436,christiaancaarrasco,christian✌🏼,11000.0,1200000.0,153900.0,770.0,8700.0
437,jessie.shen,Jessie,6800000.0,2700000.0,338600.0,1300.0,686.0
438,andydesu,Andy Watabe,622900.0,2600000.0,301200.0,1200.0,1100.0
439,jahkhalib,Jah Khalib,857400.0,1800000.0,249500.0,957.0,3000.0
440,meghantrainor,Meghan Trainor,16100000.0,3800000.0,272300.0,1200.0,477.0
441,leozitorocha1,Leozito Rocha,1700000.0,1200000.0,121700.0,2000.0,9800.0
442,bequietjoe,joe hegyes,121500.0,2900000.0,269300.0,906.0,1300.0
443,fatkitchens,Fatkitchens,27600.0,2800000.0,149400.0,530.0,3600.0
444,annecurtissmith,Anne Curtis,1800000.0,2100000.0,368100.0,1200.0,1000.0
445,theshabakitchen,The Shaba Kitchen,2500000.0,1800000.0,153500.0,2400.0,3800.0
446,dafnnejm,dafnne ☻,5000000.0,2600000.0,520100.0,812.0,473.0
447,namemnjtv12,MNJ TV(ตัวจริง),7600000.0,3300000.0,285600.0,1500.0,346.0
448,kingbach,KingBach,27700000.0,2100000.0,316500.0,673.0,1900.0
449,bradtheboxer,Just brad,2500000.0,2400000.0,147800.0,1600.0,3300.0
450,slick.stevie,Steve,3300000.0,1700000.0,243700.0,442.0,3600.0
451,lexbra,Lexbra.yt,768600.0,5800000.0,329100.0,700.0,176.0
452,imarayulloa1,Tik Toker,4900000.0,1700000.0,125000.0,1500.0,6600.0
453,miguelito_peru,Miguel Alessandro,2700000.0,1900000.0,156400.0,953.0,4600.0
454,cv.wo,محمد الأمير,608800.0,2000000.0,116800.0,3300.0,3800.0
455,thinhung99,Thị Nhung,6500000.0,1700000.0,189700.0,4800.0,373.0
456,ltripping,ltripping,62200.0,2200000.0,229200.0,1200.0,2100.0
457,jose_arrt,José,2300000.0,3800000.0,149100.0,2400.0,518.0
458,chefschwarz,Chefschwarz,4700000.0,1800000.0,217600.0,1700.0,2400.0
459,mamalindy,Lindy and Jlo,14000000.0,3300000.0,243800.0,1100.0,880.0
460,nessaabarrett,Ness,19800000.0,2600000.0,257400.0,1200.0,1300.0
461,keisyaleprongka,keisya levronka,602100.0,6000000.0,161700.0,534.0,1100.0
462,carolcastromx,Carol Castro,13500000.0,3800000.0,368100.0,856.0,295.0
463,mikaylanogueira,Mikayla Nogueira,13800000.0,2400000.0,278300.0,1900.0,498.0
464,hesfinatia,PINAT🍅|| IG: @hesfinatia,9600000.0,4100000.0,361300.0,819.0,264.0
465,spriteder_spd,Prite Netijen Netirattanapaiboon,5300000.0,4200000.0,416700.0,666.0,258.0
466,ms.mawma,CERTIFIED LEOO,611400.0,1100000.0,297500.0,2600.0,2300.0
467,daz_black,daz_black,7700000.0,1400000.0,272400.0,2000.0,2100.0
468,nathaliavalente,Nathalia,15100000.0,2700000.0,344400.0,1300.0,436.0
469,hoaa.hanassii,Đào Lê Phương Hoa,13200000.0,2900000.0,250200.0,1400.0,807.0
470,cznburak,cznburak,66300000.0,3200000.0,205100.0,1700.0,681.0
471,priv_mav,MAV 🦦,8100000.0,2700000.0,290800.0,588.0,1400.0
472,christophersturniolo,Christopher Sturniolo,4000000.0,1500000.0,243400.0,2800.0,1400.0
473,jimena.jimenezr,Jimena,25700000.0,2300000.0,353500.0,900.0,1000.0
474,duolingo,Duolingo,5300000.0,1200000.0,186900.0,5800.0,1200.0
475,mariolcalderon,Mario Calderon,2300000.0,731200.0,169900.0,2600.0,9900.0
476,davidyrodriguez,That French Guy,8300000.0,1800000.0,352800.0,1700.0,771.0
477,sharky,Sharky 🦈,1100000.0,1700000.0,294900.0,2000.0,1200.0
478,manja_faiez,Manja,1300000.0,1800000.0,218000.0,2100.0,2000.0
479,justicia_y_verdad,justicia y verdad,43500.0,1900000.0,76100.0,1600.0,9000.0
480,nhuchuu0909,Như Chuu 🎀,1800000.0,5500000.0,327900.0,643.0,200.0
481,logfive,Logan,2800000.0,2000000.0,195200.0,1400.0,2600.0
482,drewafualo,Drew Afualo,7800000.0,1700000.0,261700.0,3100.0,391.0
483,williamlast_krm,William Last KRM,9000000.0,2100000.0,174100.0,2500.0,1600.0
484,datdo0803,Đỗ Đạt,7700000.0,3200000.0,298200.0,1100.0,437.0
485,luis_sal,Luis,593300.0,1400000.0,211200.0,1500.0,3600.0
486,realjohnmaggi,John Maggi,1000000.0,1100000.0,240900.0,2400.0,3200.0
487,mammybanter,Mammy Banter,1800000.0,1100000.0,126800.0,1500.0,9600.0
488,lorrayneoliveiraofc,Lorrayne Oliveira,6200000.0,2000000.0,245300.0,2700.0,248.0
489,ben,ben,5200000.0,3600000.0,271000.0,1000.0,460.0
490,abbieherbert,AbbieHerbert,14400000.0,3600000.0,406000.0,698.0,301.0
491,jadethirlwall,Jade Thirlwall,2000000.0,2000000.0,243400.0,2400.0,646.0
492,thewizardliz,Thewizardliz,2300000.0,2000000.0,335400.0,679.0,1500.0
493,braclya,Brady Arthur,646800.0,1700000.0,186100.0,2100.0,2500.0
494,giannis_an34,Giannis Antetokounmpo,3900000.0,2300000.0,380100.0,960.0,698.0
495,landonbarkerr,Landon Barker,4400000.0,2400000.0,365200.0,1200.0,438.0
496,unlabeled_,Paula 🐄,1400000.0,2400000.0,399900.0,923.0,577.0
497,bryansant_,Bryan Sant,2100000.0,1300000.0,250900.0,1500.0,3100.0
498,equipedefrance,Equipe de France,9000000.0,2700000.0,252900.0,1200.0,918.0
499,morgandrinkscoffee,Morgan Eckroth,5800000.0,2700000.0,523000.0,612.0,385.0
500,notorious_foodie,Notorious Foodie,2900000.0,2100000.0,165600.0,763.0,3300.0
501,ayanakamachi,中町綾,1500000.0,3000000.0,230400.0,1100.0,897.0
502,katiessigmond,katie sigmond,7000000.0,2300000.0,330600.0,967.0,863.0
503,missdouaa.officiel,missdouaa,9700000.0,2500000.0,186500.0,1500.0,1400.0
504,kenti.best.boi,kenti 🐸,1300000.0,1300000.0,263900.0,1900.0,2100.0
505,gensho_yasuda,安田現象🧬クラファン中！,2500000.0,2400000.0,315100.0,775.0,1100.0
506,matt_mathews,Matt Mathews,2900000.0,1200000.0,163800.0,3400.0,3600.0
507,guavajuice,guava,7100000.0,3400000.0,269000.0,1300.0,180.0
508,im_rawan0,روان|Rawan,3100000.0,2900000.0,168800.0,2200.0,681.0
509,mariavaniamv,Maria Vania,5400000.0,3700000.0,144500.0,1200.0,1300.0
510,isaach.p,Isaac H.P,3500000.0,970100.0,162600.0,7300.0,1400.0
511,samhurley,SAMHURLEY🌊,3600000.0,1200000.0,277000.0,2200.0,1800.0
512,keemokazi,KEEMOKAZI,31800000.0,3300000.0,306200.0,1000.0,322.0
513,argento_oficial,Argento Oficial,88900.0,1300000.0,140000.0,1300.0,6100.0
514,chikakiku,🖤🙆🏻‍♀️✨🧚🏻,8600000.0,4500000.0,230000.0,536.0,759.0
515,karenbarreraoficial,Karen Barrera,16700000.0,2700000.0,329000.0,360.0,1100.0
516,omgitsmiahhhhh,miah :),76900.0,1000000.0,272300.0,3500.0,1400.0
517,realnikocadoavocado,Nikocado Avocado,2000000.0,1800000.0,103500.0,3600.0,3700.0
518,fayneee,Unaverage Student,3100000.0,2400000.0,193100.0,2300.0,599.0
519,joe.bartolozzi,Joe Bartolozzi,21000000.0,1800000.0,301600.0,1900.0,492.0
520,adrian.uribe,AdrianUribe,4100000.0,1400000.0,187700.0,1700.0,3300.0
521,abo.zizo,۩♥۩ عائلة ابو زيزو ۩♥۩,6000000.0,3500000.0,174100.0,843.0,1300.0
522,oldtimehawkey,Old Time Hawkey,6700000.0,1400000.0,207400.0,2100.0,2400.0
523,maiaknight,Maia Knight,8800000.0,2700000.0,485700.0,700.0,301.0
524,incorrectlyroce,Roce Ordoñez,9200000.0,2400000.0,385700.0,779.0,634.0
525,manhtienkhoi_,Mạnh Tiến Khôi 🐯,5300000.0,2100000.0,170100.0,2500.0,1100.0
526,vhackerr,Vinnie,15200000.0,1600000.0,263300.0,2200.0,856.0
527,olivertree,Oliver Tree,14500000.0,2900000.0,253600.0,1200.0,568.0
528,cravityofficial,CRAVITY,1800000.0,1300000.0,262600.0,2300.0,1600.0
529,millyshaparoni,Milly Shapiro,466700.0,3100000.0,444300.0,646.0,282.0
530,fionntime,FionnTime,2700000.0,1700000.0,287900.0,1400.0,1300.0
531,tarynbeeman,Taryn Beeman,62200.0,1400000.0,263700.0,1100.0,2300.0
532,yurielkysojeda,Yurielkys Ojeda 🕷,15700000.0,1700000.0,246300.0,967.0,2000.0
533,caseysimpson,Casey Simpson✨,10100000.0,1700000.0,379000.0,1100.0,938.0
534,anggun_supriadi91,anggun✨,19400000.0,5500000.0,143800.0,969.0,628.0
535,babyziela,puteriakie33,1100000.0,1600000.0,65000.0,7600.0,4800.0
536,tai.tl2,tai_tl,1100000.0,1000000.0,201400.0,2000.0,4200.0
537,douhalaribiii,Douha laribii,9700000.0,2600000.0,237800.0,1500.0,533.0
538,dan_churchill,The Healthy Chef,407100.0,3400000.0,452000.0,654.0,154.0
539,ryanmackmusic,Ryan Mack,1800000.0,1200000.0,163200.0,1100.0,5500.0
540,ivancornejooo,Ivan bruh,1600000.0,902700.0,224700.0,3200.0,2900.0
541,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,6200000.0,2000000.0,138000.0,2100.0,2500.0
542,jujumaoo,Juju,701500.0,2400000.0,254600.0,671.0,1300.0
543,petruskaksurtep,Petruska,1700000.0,2200000.0,300200.0,1000.0,824.0
544,justthenobodys,JustTheNobodys,9200000.0,2700000.0,171800.0,1800.0,847.0
545,andyslife247,Andy’s Life,2200000.0,2500000.0,228700.0,1600.0,537.0
546,fhd.artz,فهد آرت || Fahad🎨,2400000.0,2500000.0,164500.0,1100.0,1900.0
547,fahryy20,A Fahry,1800000.0,1900000.0,345000.0,1300.0,574.0
548,grandma_droniak,grandma_droniak,6000000.0,1500000.0,218200.0,1400.0,2300.0
549,letskwoowk,KWOOWK with Kevin,3300000.0,1500000.0,175700.0,4000.0,597.0
550,mamatot99,Opie,1700000.0,1200000.0,162900.0,5800.0,622.0
551,deshawnharrisss,Deshawn ✪,2100000.0,1100000.0,190900.0,1400.0,4200.0
552,ryanhdlombard,Ryan Lombard,9800000.0,1900000.0,362800.0,1000.0,723.0
553,nadia,Nadia,3300000.0,2500000.0,172600.0,1700.0,1100.0
554,juliano,juliano,11400000.0,2800000.0,322700.0,772.0,574.0
555,sonrixs_,Sonrixs,15200000.0,3500000.0,358100.0,526.0,410.0
556,pimpiriya1,PIM PIRIYA,1500000.0,2100000.0,411200.0,696.0,654.0
557,nada_m7amed,دودا🦹🏻🤍,6600000.0,2300000.0,215800.0,928.0,1400.0
558,zainah.mb,Zainah & Minnie,2100000.0,1000000.0,241300.0,996.0,3800.0
559,rl.carbona,rl carbona,1300000.0,1700000.0,257300.0,1500.0,1100.0
560,msshiandmrhe,Ms Shi & Mr He,3900000.0,2500000.0,278100.0,924.0,719.0
561,yunggravy,Yung Gravy 🍯,7000000.0,1800000.0,313100.0,925.0,1100.0
562,kaylamalecc,kayla,9700000.0,1900000.0,297700.0,1800.0,155.0
563,twinny__girls,Prisma_Princy👭,7300000.0,1900000.0,181700.0,2500.0,677.0
564,beca,beca,27500000.0,2300000.0,237200.0,1400.0,635.0
565,danivallem,Dani Valle,5400000.0,1100000.0,79500.0,589.0,12100.0
566,taylorrandsoph,TAYLOR & SOPHIA,3900000.0,1800000.0,266600.0,827.0,1500.0
567,analuciadominguezactriz,Analuciadominguez,3400000.0,1800000.0,136000.0,428.0,4200.0
568,thaycouuto,Thay Couto,4200000.0,1800000.0,344800.0,923.0,832.0
569,otakoyakisoba,otakoyakisoba,16000000.0,2000000.0,181600.0,676.0,2300.0
570,aurikatariina,ᴀᴜʀɪ ✨,8100000.0,3400000.0,266600.0,474.0,722.0
571,krizzsolano,Krizz Solano,90000.0,1100000.0,194500.0,339.0,4700.0
572,qpark,Q Park,34600000.0,2700000.0,183300.0,1000.0,1200.0
573,hiib531,هبة اليوُسف,1000000.0,5200000.0,104800.0,1100.0,909.0
574,dilanjaniyar_2,Emang Dilan namanya,2700000.0,2100000.0,229900.0,1500.0,688.0
575,h2woofficial,H2WO,5000000.0,3100000.0,275600.0,641.0,636.0
576,xibibrothers,Xibi Brothers,8900000.0,2900000.0,247300.0,705.0,786.0
577,khairulaming,Khairulaming,2300000.0,1900000.0,182700.0,1400.0,1700.0
578,jennialarcon_,Jenni Alarcon,4000000.0,1900000.0,368000.0,978.0,536.0
579,thepsh8,Psh8,1100000.0,1300000.0,241300.0,1600.0,1700.0
580,topperguild,Topper Guild,30400000.0,3200000.0,165700.0,1800.0,209.0
581,maluborgesm,MALU BORGES,3700000.0,1200000.0,214200.0,3300.0,775.0
582,kunaguero,Sergio Agüero,8500000.0,2600000.0,258000.0,1100.0,499.0
583,sanzone,Michael Sanzone,3200000.0,2500000.0,382000.0,434.0,659.0
584,lauralove5514,LauraLove,7800000.0,1900000.0,315300.0,1400.0,417.0
585,www.luluca,luluca 💗,2900000.0,1200000.0,121500.0,5200.0,1900.0
586,philiptanasas,philiptanasas,9500000.0,3100000.0,266100.0,815.0,441.0
587,cemresolmaz,cemre solmaz,10500000.0,2100000.0,123600.0,2900.0,1100.0
588,trevorwallace,trevor wallace,9300000.0,1300000.0,242100.0,709.0,2600.0
589,tavi_castro,Tavi Castro,308400.0,1900000.0,219400.0,1100.0,1400.0
590,jakekrantz,Jake Krantz,2500000.0,1100000.0,187200.0,687.0,4200.0
591,rodigarrido,Rodi Garrido,2000000.0,2200000.0,114700.0,469.0,3600.0
592,noholito,Noholito,5600000.0,1800000.0,240600.0,1300.0,1100.0
593,yasincengiz38,YasinCengiz,4100000.0,2100000.0,112800.0,1400.0,2900.0
594,carenalegria,Caren y Coco ♥️,3000000.0,2100000.0,139700.0,2400.0,1100.0
595,dobretwins,Lucas and Marcus,37100000.0,2800000.0,227500.0,1200.0,406.0
596,nazormaya,Maya Nazor,6300000.0,3600000.0,271000.0,837.0,206.0
597,karenkardasha,Karenkardasha,2100000.0,1400000.0,121000.0,3700.0,2400.0
598,pedroarcafra,PEDRO ARCAFRA,3100000.0,930900.0,67500.0,1400.0,14800.0
599,brilionaire,Bang Bio✨,4800000.0,1500000.0,209700.0,684.0,2500.0
600,com.yamato0515,【コムドット】やまと,1900000.0,1300000.0,158700.0,3600.0,1300.0
601,ryan.maxwell22,Ryan Maxwell,3100000.0,1400000.0,200100.0,510.0,3100.0
602,tuckot,tuck,2800000.0,892700.0,140200.0,1000.0,7000.0
603,kanwal.135,Kanwalay🎶,17100000.0,2700000.0,249900.0,978.0,503.0
604,darklightcr,Dark Light,2100000.0,2400000.0,114100.0,899.0,2800.0
605,vienhz,ᴍᴇʟᴠɪɴʜᴀꜱᴀɴ☯,29800.0,2400000.0,222700.0,990.0,856.0
606,bessan_esmail,بيسان اسماعيل - Bessan Ismail,12100000.0,2300000.0,137800.0,1900.0,1200.0
607,wigofellas,wigofellas,35000000.0,2900000.0,172100.0,920.0,1100.0
608,victormelo,Victor Melo,22900000.0,1700000.0,260100.0,1000.0,1200.0
609,abo_qamae,ابو قماع🙂❤️,2200000.0,2000000.0,177600.0,1600.0,1200.0
610,junpei.zaki,junpei zaki,15200000.0,924900.0,73000.0,14300.0,87.0
611,connorprice__,Connor Price,3700000.0,2000000.0,240800.0,1200.0,811.0
612,chris,Chris Olsen,9300000.0,2300000.0,333100.0,816.0,441.0
613,sidetalknyc,Sidetalk,4400000.0,1200000.0,190300.0,476.0,3700.0
614,boywithuke,boywithuke,6800000.0,1400000.0,310500.0,1900.0,343.0
615,n.vv3,ناصر || 🇸🇦 alsubaie,5100000.0,1800000.0,106500.0,3000.0,2000.0
616,siganviendo59,jeancarlo MTB,11200000.0,2400000.0,187900.0,1300.0,856.0
617,forrestsautoreviews,Forrest Jones,5600000.0,1400000.0,194400.0,1200.0,2300.0
618,althea420,ALTHEA😈,2000000.0,1400000.0,109700.0,4100.0,2100.0
619,itsjaylaaw,🖤🖤🖤,3100000.0,1300000.0,233000.0,2200.0,945.0
620,camidelossan,Cami de los Santos,381800.0,1600000.0,179500.0,805.0,2500.0
621,t0edirt,Lindsey,161300.0,1100000.0,260700.0,365.0,2900.0
622,liam_cast.oficial,Liam Tha Lion,3600000.0,1600000.0,273100.0,562.0,1600.0
623,sittnaing20,Sitt Naing,638200.0,2700000.0,237500.0,976.0,494.0
624,emmanuelmacron,Emmanuel Macron,3500000.0,1400000.0,119000.0,5000.0,802.0
625,1_alkaisr_1,🔱🌹القيصر🌹🔱,12800000.0,2000000.0,175700.0,816.0,1800.0
626,mateuspesce,Mateus pesce,7600000.0,1400000.0,172000.0,1200.0,2800.0
627,ecrinsucoban,Ecrin su çoban,1400000.0,2200000.0,137600.0,2400.0,612.0
628,binochemtienganh,Bino chém tiếng Anh,685900.0,2100000.0,150600.0,2600.0,331.0
629,danielarodrice,Daniela Rodrice,11200000.0,2200000.0,384400.0,724.0,372.0
630,burnaboyofficial,Burna Boy,2800000.0,1600000.0,184100.0,1600.0,1500.0
631,d3zmachado,GG🌟,1200000.0,1700000.0,281600.0,1400.0,465.0
632,noeselmismo,Noé,1300000.0,1000000.0,147500.0,1100.0,4800.0
633,aemilst,ems,1800000.0,1900000.0,214600.0,1200.0,1000.0
634,padillamarilis,padillamarilis,1000000.0,2400000.0,131900.0,1200.0,1600.0
635,fidias0,Fidias,1100000.0,2700000.0,306400.0,1000.0,78.0
636,gemelasortega,Gemelas Ortega,19400000.0,3800000.0,340600.0,396.0,290.0
637,philipdefranco,Philip DeFranco,2300000.0,1500000.0,166700.0,2700.0,851.0
638,elrodcontreras,ROD🫠,42200000.0,2300000.0,269700.0,1200.0,232.0
639,londokampung.official,Londokampung,806000.0,4300000.0,249100.0,560.0,270.0
640,karinateixeeira,Karina Teixeira,1900000.0,1400000.0,190000.0,2200.0,1200.0
641,lamvlog,Lâm Vlog,1500000.0,2400000.0,207200.0,1500.0,264.0
642,ironwanda,jayden,226200.0,1800000.0,288600.0,1100.0,581.0
643,lewiscapaldi,Lewis Capaldi,4200000.0,1700000.0,199300.0,1100.0,1500.0
644,lizzza,Liza Koshy,30300000.0,1600000.0,357800.0,783.0,733.0
645,crisdevilgamer7,CrisDevilGamer,5100000.0,3100000.0,195900.0,1200.0,264.0
646,ritaspam15,ritaspam15,1800000.0,2000000.0,429500.0,264.0,723.0
647,anas_fikry,Anas fikry,12400000.0,2400000.0,143900.0,1100.0,1400.0
648,tariqjamilofcl,Tariq Jamil,2900000.0,985900.0,150100.0,646.0,5200.0
649,dannygrubs,Danny Kim,4000000.0,2700000.0,314000.0,654.0,364.0
650,jayrscottyy,Jay,3100000.0,924000.0,226800.0,1900.0,2200.0
651,nardwuar,Nardwuar,5000000.0,1400000.0,316300.0,1500.0,483.0
652,doombreaker03,DOOMBREAKER,387700.0,1100000.0,148000.0,1200.0,4100.0
653,thehypehouse,The Hype House,21300000.0,2200000.0,339600.0,831.0,340.0
654,kimandnorth,Kim and North,9600000.0,4000000.0,276500.0,0.0,772.0
655,fela.austin,Fela Austin,3400000.0,2400000.0,203100.0,1500.0,247.0
656,kangsoyeon_,강소연,512100.0,1500000.0,202700.0,2300.0,619.0
657,barbaracoura,Bárbara Coura,10100000.0,1700000.0,246700.0,1200.0,793.0
658,jakethes.d,Jake❤️,825500.0,1800000.0,214800.0,748.0,1400.0
659,fujiiian,Fujiiian,16900000.0,2600000.0,237000.0,800.0,597.0
660,hyunggiii,✨,46600.0,952700.0,226300.0,1100.0,2800.0
661,ehbeefamily,Eh Bee Family,11800000.0,1500000.0,284500.0,1500.0,476.0
662,theovon,Theo Von,3300000.0,1400000.0,176100.0,1500.0,1900.0
663,sturniolo.triplets,Sturniolo’s,5100000.0,1300000.0,259000.0,1900.0,615.0
664,eebruu____,eebruu__,2900000.0,2500000.0,231300.0,530.0,916.0
665,alpha.pookie,Paul Karpov,676700.0,1000000.0,154800.0,3400.0,2000.0
666,na_rouch,누하일라,156300.0,2800000.0,196800.0,936.0,596.0
667,terjiah_loui,terjiah_loui,2600000.0,788600.0,194600.0,1200.0,4300.0
668,emilyfauver,emily&ella,4000000.0,2000000.0,324400.0,390.0,894.0
669,ekosaputra20,Eko Saputra,8600000.0,2900000.0,215900.0,930.0,398.0
670,riaricis,Ria Ricis,30200000.0,2200000.0,251000.0,851.0,651.0
671,imlucastho,ImLucasTho,339600.0,1300000.0,224300.0,742.0,2100.0
672,japanfriends,Japan and friends,2500000.0,2200000.0,246900.0,427.0,1100.0
